Agent_ID,Group,Months_Experience,Resolutions_Per_Hour,Skill_Quintile
0,AI_Assisted,12,3.3196067851009743,4
1,Control,10,1.9432148229004267,3
2,Control,5,1.9095119684820805,4
3,Control,51,3.5764699688551334,5
4,Control,11,1.6480303677592896,3
5,AI_Assisted,3,1.032805173786427,3
6,AI_Assisted,1,2.9091038875373587,5
7,AI_Assisted,1,2.710694280081361,4
8,Control,3,0.5746075772637447,2
9,Control,2,1.5068326553762512,4
10,AI_Assisted,2,2.173337888538516,2
11,Control,4,2.4339084760731913,2
12,Control,2,1.768743534320424,3
13,AI_Assisted,27,2.080377979633112,1
14,AI_Assisted,1,0.8606183184739524,1
15,AI_Assisted,8,2.8245758601251856,2
16,AI_Assisted,6,1.945803304240441,1
17,Control,48,2.5941749828817864,4
18,Control,1,0.8301494255905595,1
19,AI_Assisted,6,1.3984947109533459,1
20,Control,41,3.4769603581720423,5
21,AI_Assisted,24,3.757392747078369,3
22,AI_Assisted,20,3.316711034172071,3
23,Control,3,0.9412022504907128,1
24,AI_Assisted,2,1.749316752317475,2
25,Control,13,1.6858079032223738,3
26,Control,31,2.364041483267603,1
27,Control,9,2.2777481675653335,4
28,Control,10,1.7866467987236956,2
29,AI_Assisted,3,3.4703799850143486,2
30,Control,17,2.1747965603900417,2
31,AI_Assisted,2,2.6964514594876636,5
32,AI_Assisted,4,2.279271268455079,3
33,AI_Assisted,6,2.5741440310132258,1
34,AI_Assisted,8,3.244225703375934,5
35,Control,3,0.5687847281354982,1
36,Control,1,1.9493822435564372,3
37,AI_Assisted,11,1.4755178345956406,1
38,AI_Assisted,4,2.53036834531583,1
39,Control,10,2.6896079533397694,3
40,AI_Assisted,2,2.374847199610569,4
41,Control,7,2.6298673019609646,3
42,AI_Assisted,9,2.778405766217346,3
43,Control,0,1.3905576222542435,2
44,AI_Assisted,4,1.812448072874574,1
45,AI_Assisted,1,1.2291469385668843,2
46,Control,0,0.7122606815931214,2
47,AI_Assisted,55,4.575920638223943,5
48,AI_Assisted,4,2.4652849553362928,4
49,Control,19,1.3553134464434307,1
50,AI_Assisted,3,2.1745406665511324,4
51,Control,13,2.232521417875329,2
52,Control,17,2.8426976707027443,2
53,AI_Assisted,10,2.761076165670088,4
54,AI_Assisted,7,3.146802194656191,5
55,AI_Assisted,6,3.6958644795204414,5
56,AI_Assisted,5,2.0504280288805115,1
57,AI_Assisted,31,3.479367224961457,2
58,AI_Assisted,21,2.938674026453349,4
59,AI_Assisted,40,4.117920065982373,5
60,Control,1,1.1628140472995137,2
61,AI_Assisted,15,3.2584603244156964,3
62,Control,33,2.532331143469351,1
63,AI_Assisted,2,2.4841898261989455,1
64,AI_Assisted,0,2.2101971056828775,5
65,Control,16,3.141723878540765,5
66,AI_Assisted,10,2.8606524097086274,3
67,AI_Assisted,22,3.432781079131568,5
68,Control,1,1.7934704221324715,4
69,AI_Assisted,19,2.8269668439956543,2
70,AI_Assisted,2,2.3880145314186345,4
71,AI_Assisted,2,3.513220809547355,5
72,Control,2,1.2189148698004117,3
73,AI_Assisted,20,4.255264702518184,5
74,AI_Assisted,13,1.8609280902137728,1
75,AI_Assisted,8,3.2270873722200357,5
76,AI_Assisted,5,1.649055596865515,3
77,Control,25,2.110606145137886,2
78,Control,5,2.4813819945834172,3
79,AI_Assisted,20,2.2899104853883956,1
80,AI_Assisted,6,2.201489790600313,3
81,Control,5,1.8933501049558081,4
82,Control,7,3.1069716496445134,5
83,AI_Assisted,4,2.4391593257292623,2
84,Control,16,1.8334656965080147,2
85,AI_Assisted,8,2.373462446727819,2
86,Control,3,2.0555155436814645,5
87,Control,27,2.3282932851005227,4
88,Control,5,2.297973961595479,2
89,Control,9,2.2487395660697604,4
90,AI_Assisted,28,3.7671871833504507,3
91,Control,11,3.286811575950625,5
92,Control,1,1.5255566845444861,2
93,AI_Assisted,33,3.043682968962796,2
94,Control,11,2.159400619483765,2
95,Control,4,1.1023394483512143,1
96,AI_Assisted,1,1.7976533365154284,4
97,Control,18,2.6380469404451623,4
98,AI_Assisted,11,2.3689686886397836,3
99,AI_Assisted,9,3.236670571269083,3
100,AI_Assisted,26,2.352306563467635,1
101,AI_Assisted,18,3.01371450829912,2
102,Control,1,1.4192167625790504,2
103,AI_Assisted,4,1.852059854098161,2
104,Control,3,1.9085524092050614,3
105,Control,16,2.345349303380746,4
106,Control,0,2.4916118695881626,5
107,Control,10,1.7080551434365683,3
108,Control,17,2.535475730338413,4
109,Control,25,3.241587256948823,3
110,Control,5,0.5571856501994713,1
111,Control,20,2.13345404915482,3
112,Control,1,1.7129371170580574,3
113,Control,22,3.7576514553901426,5
114,AI_Assisted,1,1.9997529133349676,3
115,AI_Assisted,6,2.936847220545356,4
116,AI_Assisted,19,3.4272379100994392,3
117,Control,1,1.3367997901967013,1
118,AI_Assisted,3,3.025564542828284,5
119,AI_Assisted,15,3.2955285467504987,4
120,AI_Assisted,15,3.624771189320129,4
121,Control,12,2.5312387895453314,1
122,Control,14,2.931563737355904,5
123,Control,9,1.0302967839332213,1
124,Control,3,2.4907785590628806,4
125,AI_Assisted,5,3.357893695229767,5
126,AI_Assisted,2,0.71013396916567,1
127,AI_Assisted,28,3.5245524131184074,2
128,AI_Assisted,10,2.6753684459382923,3
129,Control,6,1.6904129196423612,2
130,Control,7,1.389237033366474,1
131,Control,35,2.7438889346970847,3
132,AI_Assisted,1,1.5903361047415847,1
133,Control,10,2.221759776209002,4
134,Control,8,1.8244200330880194,1
135,AI_Assisted,11,3.461276718843915,5
136,AI_Assisted,0,1.4409532437605717,2
137,Control,24,2.5726665654496634,2
138,Control,32,2.631186152453589,5
139,Control,9,1.9399947254506535,1
140,Control,14,2.1825646696973293,3
141,Control,30,3.550389378247731,5
142,Control,14,1.6263933885208064,1
143,AI_Assisted,1,2.8994392504483386,3
144,AI_Assisted,10,2.856540283221702,4
145,AI_Assisted,11,3.024558910931638,4
146,Control,6,1.3521208618279912,1
147,AI_Assisted,16,2.472658161162594,1
148,Control,32,3.1795505681718605,4
149,Control,31,2.088262454361849,4
150,AI_Assisted,7,2.5029906317582293,4
151,Control,1,1.2233618083407887,4
152,Control,50,2.8128409290899157,2
153,AI_Assisted,21,4.145695388186549,3
154,AI_Assisted,1,2.0523579110585133,4
155,AI_Assisted,30,2.987613018879118,2
156,Control,24,3.4484584507649307,5
157,AI_Assisted,8,3.3752157442127375,4
158,AI_Assisted,10,1.8162755950889466,1
159,Control,6,2.401988457032954,4
160,AI_Assisted,0,1.3947055021521257,1
161,AI_Assisted,4,2.9731976367281128,4
162,AI_Assisted,19,3.7477773832905044,5
163,Control,0,1.1900772778510011,2
164,Control,4,1.244170312396106,5
165,Control,6,2.4559046509027374,4
166,Control,9,2.270433843943894,5
167,AI_Assisted,30,3.3941768750874397,5
168,Control,5,1.998490769499779,2
169,Control,5,2.08929912357766,2
170,AI_Assisted,16,2.7177155951267324,1
171,AI_Assisted,7,2.6730880633294722,2
172,AI_Assisted,3,2.891019932789639,3
173,Control,7,2.728318385513875,4
174,Control,1,2.2715900836375447,4
175,Control,2,2.349887536414013,5
176,AI_Assisted,8,2.8293001905238344,3
177,AI_Assisted,6,2.5627333380200383,5
178,Control,29,2.3297255407939046,2
179,AI_Assisted,5,3.209000404848854,5
180,AI_Assisted,10,4.007570666889372,4
181,AI_Assisted,12,2.3783309952208405,1
182,Control,0,0.7138356736832381,1
183,AI_Assisted,13,3.5171637910633646,4
184,AI_Assisted,2,2.129325219731056,3
185,Control,38,3.7004453216702053,4
186,Control,1,1.4648179398169698,4
187,AI_Assisted,6,2.6441542359263353,3
188,AI_Assisted,1,1.2265769346793793,1
189,Control,60,1.5589169288381097,1
190,Control,8,1.6109247185388633,2
191,AI_Assisted,10,3.2540348801525023,5
192,AI_Assisted,0,1.5452955578645309,3
193,AI_Assisted,16,2.148215621490568,1
194,AI_Assisted,2,1.707842855928891,3
195,Control,27,2.6922982648830223,4
196,AI_Assisted,2,1.1093403895956646,1
197,AI_Assisted,2,2.6086587418658445,3
198,Control,0,1.2620802603968013,3
199,AI_Assisted,7,1.4121473758579572,1
200,Control,9,2.1762440865518147,4
201,AI_Assisted,0,1.6126509391642123,4
202,AI_Assisted,17,3.6292441421296315,5
203,Control,7,3.094857821098644,5
204,Control,8,0.6399861590976444,1
205,AI_Assisted,6,2.319529960440353,1
206,AI_Assisted,6,2.802629074921917,4
207,AI_Assisted,9,3.3743045289580316,4
208,Control,2,1.9822474099153435,4
209,AI_Assisted,2,3.2650229280990772,5
210,Control,23,2.629045213219115,4
211,Control,35,2.8827800527513476,5
212,AI_Assisted,5,3.4266651487567716,5
213,Control,3,2.0887380295696323,4
214,AI_Assisted,12,3.5092482585247238,2
215,AI_Assisted,6,3.0117587532259007,4
216,AI_Assisted,0,0.842949753746056,2
217,AI_Assisted,2,1.401897662396009,2
218,AI_Assisted,15,2.143939388955127,2
219,Control,12,1.6332624354755798,3
220,Control,0,2.4641799437413474,5
221,AI_Assisted,3,1.4211481466707636,1
222,AI_Assisted,3,2.08795786691583,4
223,Control,13,1.8072803218817235,1
224,Control,0,0.7708096464319074,2
225,Control,1,2.080451375501881,5
226,Control,19,3.0753211702714975,3
227,AI_Assisted,2,1.943861527241846,1
228,AI_Assisted,12,2.48350580409085,2
229,Control,3,1.7378397287491791,4
230,AI_Assisted,1,0.636510674957645,2
231,Control,3,1.5750857115419756,3
232,AI_Assisted,15,2.9524594912357776,3
233,Control,23,1.7505495474757962,2
234,AI_Assisted,21,3.9658146946791573,5
235,Control,6,2.326064323964638,4
236,Control,13,1.1531092457940684,1
237,AI_Assisted,2,2.036091272060252,3
238,Control,4,1.5803438013761373,2
239,AI_Assisted,27,3.738439536101628,5
240,AI_Assisted,0,0.6536977990788788,2
241,Control,1,1.9842636033890364,3
242,AI_Assisted,2,2.323397555005579,4
243,AI_Assisted,0,2.077686245475817,5
244,AI_Assisted,2,1.8347463940168758,1
245,AI_Assisted,10,2.8766035754021284,2
246,AI_Assisted,6,2.745761087710255,2
247,Control,26,2.306519796195605,2
248,AI_Assisted,20,3.646896419690746,5
249,AI_Assisted,5,2.860934233567878,4
250,AI_Assisted,3,1.1229288971534428,1
251,AI_Assisted,5,2.990918691673516,5
252,AI_Assisted,10,3.6599921292951554,5
253,Control,3,2.1875036318145136,5
254,AI_Assisted,11,2.0450118216410202,1
255,Control,6,0.983507404989944,2
256,Control,9,2.534999648694545,5
257,Control,6,1.661667287269181,2
258,Control,4,2.129627435845715,4
259,AI_Assisted,35,3.2792977873069606,4
260,Control,17,2.3989666037153046,1
261,Control,1,1.101026254907278,3
262,AI_Assisted,24,1.7037513411269147,1
263,AI_Assisted,8,2.3693094671328594,1
264,AI_Assisted,26,2.8669422064539196,2
265,Control,19,2.4845256754829763,1
266,AI_Assisted,6,2.87032695154009,5
267,AI_Assisted,0,1.0857149360097935,1
268,Control,3,1.9347284283166557,2
269,AI_Assisted,9,2.4281008924774468,3
270,AI_Assisted,12,4.0717588310744866,5
271,AI_Assisted,3,1.4184014645401708,1
272,AI_Assisted,1,2.5733986489906333,5
273,Control,21,2.545662247361608,3
274,AI_Assisted,49,3.1487073507337047,1
275,AI_Assisted,8,3.335070958942861,4
276,Control,2,2.0563702514748643,3
277,AI_Assisted,3,1.2494603911718711,2
278,Control,0,1.7566371396462703,3
279,AI_Assisted,29,2.53811055056961,2
280,Control,1,1.947036026586265,3
281,Control,10,2.940905501110905,4
282,Control,3,2.1111395804345525,5
283,Control,9,1.3378005726023598,1
284,AI_Assisted,12,3.3208244054552827,5
285,Control,21,1.3744046694665812,1
286,AI_Assisted,2,1.8972561402801473,3
287,Control,0,1.806022816150024,4
288,Control,1,2.141878304539338,4
289,Control,27,2.779805568475767,2
290,AI_Assisted,24,2.922485002442842,3
291,Control,10,1.8289688922921206,2
292,AI_Assisted,11,1.8962609891990445,2
293,AI_Assisted,13,3.1632243062901138,5
294,AI_Assisted,2,2.777832331642387,4
295,AI_Assisted,29,3.6699374876057678,2
296,AI_Assisted,6,2.6717484706480645,5
297,AI_Assisted,5,2.4165947414331344,4
298,AI_Assisted,8,3.1611732212426995,5
299,AI_Assisted,0,2.052184484870555,4
300,AI_Assisted,2,1.4492933179555996,1
301,Control,16,2.222819235309638,2
302,Control,1,1.6613699359572425,4
303,Control,11,2.4933668842806207,4
304,Control,3,1.962580646667362,3
305,Control,5,1.977936387269988,3
306,AI_Assisted,4,2.957617577853233,5
307,AI_Assisted,5,2.194684279150814,2
308,AI_Assisted,15,3.2429143698525245,4
309,AI_Assisted,4,2.203380494273917,3
310,AI_Assisted,10,2.5575724155884596,3
311,AI_Assisted,7,3.763427626570683,5
312,AI_Assisted,13,3.657928135727321,5
313,Control,33,2.89910690063512,5
314,Control,15,3.240556654277371,5
315,Control,2,1.5164190403812194,3
316,Control,0,2.0102263406821383,4
317,AI_Assisted,3,2.350872321369769,2
318,AI_Assisted,10,3.040075189504641,4
319,AI_Assisted,0,1.6674000203067256,3
320,Control,8,1.499037352603447,3
321,AI_Assisted,10,2.7845344298132817,4
322,AI_Assisted,4,1.5055878565175804,2
323,AI_Assisted,17,3.953378898921293,5
324,Control,1,1.6672561812681639,1
325,AI_Assisted,0,1.7536503848935427,1
326,Control,15,3.1433113662222496,5
327,Control,8,2.675058967893739,4
328,Control,13,1.8472597467110856,4
329,Control,6,2.0754672943606565,4
330,AI_Assisted,3,2.0080793318365937,3
331,Control,20,1.7208427500460068,1
332,Control,19,2.3689376610845434,3
333,AI_Assisted,14,2.5386924033442995,2
334,AI_Assisted,3,2.0254179718814123,5
335,Control,10,2.3847935208152924,3
336,AI_Assisted,5,1.648221860896811,2
337,Control,1,1.4122646970419412,2
338,Control,29,3.5965777477026637,4
339,Control,1,0.8276427591874211,2
340,Control,36,1.2211419581759422,2
341,AI_Assisted,7,2.624082531032282,3
342,Control,2,2.202312055021034,4
343,AI_Assisted,9,3.320474500693846,2
344,AI_Assisted,24,2.609091751023208,2
345,AI_Assisted,15,3.4269502529012335,3
346,AI_Assisted,19,2.303341462804492,1
347,Control,12,1.4798685140746828,1
348,AI_Assisted,14,3.713166246660143,2
349,Control,22,1.7462859791576748,3
350,AI_Assisted,3,2.569393790950579,4
351,AI_Assisted,8,3.6610169407978574,5
352,Control,3,2.617662086024705,5
353,Control,52,2.747340761827493,3
354,Control,34,2.735851336446062,3
355,AI_Assisted,0,0.8626833468780325,1
356,AI_Assisted,14,3.1396429075229757,3
357,Control,31,2.304688131460858,2
358,Control,2,2.049432951578709,4
359,Control,10,1.597698502925733,1
360,Control,29,2.970992367346323,4
361,AI_Assisted,0,2.3631329306126245,5
362,Control,14,2.6792601065213226,3
363,Control,4,2.0240735365877165,4
364,Control,30,2.209453890366863,4
365,Control,42,3.0086384106201036,2
366,AI_Assisted,34,3.2312300612395983,3
367,Control,7,1.7765662816033037,3
368,AI_Assisted,23,3.1274199302394123,3
369,Control,22,2.617468031712254,2
370,Control,4,1.001760566511633,3
371,AI_Assisted,21,4.7315138115126825,4
372,Control,0,2.3479945275239413,5
373,AI_Assisted,10,3.417339474635916,5
374,AI_Assisted,3,3.210475565320101,5
375,Control,1,1.207806720723016,2
376,AI_Assisted,0,2.2484295911713623,5
377,AI_Assisted,14,3.307340788830878,3
378,AI_Assisted,4,3.550243423192891,5
379,AI_Assisted,15,2.735868028312133,2
380,AI_Assisted,0,1.0625298956094684,1
381,AI_Assisted,4,2.087946134384631,2
382,AI_Assisted,9,1.4524618966274236,1
383,AI_Assisted,18,3.3864291303556255,2
384,Control,4,1.701631523109136,2
385,Control,11,1.0930040992875916,3
386,AI_Assisted,26,3.7394410296689653,4
387,Control,11,3.2099425574106535,5
388,AI_Assisted,3,2.7266239206415044,5
389,AI_Assisted,0,1.1197938112761086,2
390,Control,24,2.4879880822675067,1
391,AI_Assisted,0,2.253231424536115,4
392,AI_Assisted,24,2.246865942424996,1
393,AI_Assisted,9,3.696027293242921,5
394,AI_Assisted,33,3.587461870140907,5
395,Control,19,1.611857817453672,2
396,AI_Assisted,60,2.83445074595107,1
397,AI_Assisted,5,3.464856067884309,5
398,AI_Assisted,17,3.4688400557867975,3
399,Control,6,2.8025063836477737,5
400,AI_Assisted,7,2.012706247578628,1
401,Control,11,2.100746463284297,2
402,Control,24,2.233579541717191,3
403,AI_Assisted,49,3.9718981476888375,3
404,AI_Assisted,17,3.1840443758830066,2
405,Control,6,2.5915055577213044,4
406,AI_Assisted,6,2.4873588361479584,1
407,Control,16,2.5454171339922653,3
408,Control,3,1.955244843320539,3
409,AI_Assisted,1,2.7505083093750096,4
410,AI_Assisted,5,2.9901044170362066,4
411,Control,4,0.9287042585636185,1
412,Control,4,1.0114912940283236,1
413,Control,3,2.0953950974746314,5
414,Control,0,1.0960856960000431,4
415,AI_Assisted,0,1.071591643080683,2
416,AI_Assisted,52,3.8836878595916953,5
417,AI_Assisted,6,2.556391488064508,3
418,AI_Assisted,5,2.3059859731321555,5
419,AI_Assisted,13,3.0744212980442263,3
420,Control,2,2.6703010680531274,5
421,AI_Assisted,35,3.8665881883410202,5
422,AI_Assisted,18,3.305604773920931,2
423,AI_Assisted,1,2.887115134285743,5
424,AI_Assisted,6,2.2109764817637965,4
425,AI_Assisted,25,3.5392049476919674,5
426,Control,34,1.8320205543907941,1
427,Control,7,1.9988411062276081,4
428,Control,11,3.0549648401126936,5
429,AI_Assisted,2,1.0388920623885087,1
430,Control,56,2.1197853142766885,1
431,Control,3,0.5,1
432,AI_Assisted,34,3.5200129814307375,2
433,AI_Assisted,12,2.901524187516094,4
434,AI_Assisted,11,3.626070079737755,5
435,Control,8,2.2268879963276524,3
436,Control,3,3.1130889555690624,5
437,AI_Assisted,2,0.8057394810618945,1
438,AI_Assisted,2,0.5,1
439,Control,2,1.6852108839204125,3
440,Control,18,3.2900127887405715,4
441,AI_Assisted,5,3.1168128780681643,3
442,AI_Assisted,0,0.5,1
443,Control,41,2.453853353304134,3
444,AI_Assisted,25,2.9926144395009033,1
445,Control,31,2.531712155653122,4
446,Control,60,3.2181917764602366,4
447,Control,2,1.371693085970217,1
448,Control,6,2.1455145639533306,2
449,AI_Assisted,17,3.568223329698257,1
450,AI_Assisted,14,3.1928797503243387,3
451,Control,2,1.9134306254348636,5
452,Control,20,1.9147162270447995,1
453,Control,3,1.2989106402512314,4
454,Control,3,1.2115036828261125,2
455,Control,9,1.560884645821205,2
456,AI_Assisted,10,2.718362651886411,3
457,AI_Assisted,10,2.3500988395205393,1
458,AI_Assisted,1,1.291908322339354,2
459,AI_Assisted,25,3.204310745968114,1
460,Control,3,2.7369631368734297,5
461,Control,1,1.491170519754392,3
462,Control,26,2.037314105800272,2
463,Control,37,2.824100692801257,3
464,Control,23,2.745096813160817,3
465,AI_Assisted,19,2.713160175225778,3
466,Control,12,2.2698164973762247,4
467,AI_Assisted,9,2.978603101198283,4
468,AI_Assisted,1,1.1128083320223636,2
469,AI_Assisted,6,2.019189733508618,2
470,AI_Assisted,5,2.266586759899908,2
471,Control,3,0.9533128343652546,1
472,AI_Assisted,15,2.465975928402913,1
473,AI_Assisted,8,3.4047962865598715,5
474,AI_Assisted,1,3.068613958105903,5
475,Control,2,1.459978180329296,2
476,Control,13,2.7000873533455425,4
477,Control,0,1.3143363760987694,4
478,AI_Assisted,22,4.380431483261201,5
479,AI_Assisted,8,2.9983870355469766,5
480,Control,7,0.9922909576209792,3
481,AI_Assisted,10,2.3467362415365085,1
482,Control,20,2.183685069400559,1
483,Control,5,2.3889217665214706,3
484,AI_Assisted,13,3.053621799601232,2
485,AI_Assisted,10,2.5074913128956178,1
486,AI_Assisted,3,2.027330169977853,2
487,AI_Assisted,25,2.749289807029817,1
488,Control,19,2.994802968784138,5
489,Control,12,2.54037047904852,5
490,Control,22,2.696519825621808,3
491,Control,24,3.70907617425982,5
492,Control,14,2.266125723992293,3
493,AI_Assisted,21,2.5606138699845715,1
494,Control,14,3.0449933026183515,5
495,Control,13,2.7655606532600787,4
496,Control,11,1.0977976562985552,1
497,AI_Assisted,16,2.0897035069373917,3
498,AI_Assisted,2,1.4825824458747139,1
499,AI_Assisted,25,2.181468838862992,1
